lat;lng;couvert;capacite;payant;type
48.7837455949;2.04633879972;NON;8;NON;arceaux
48.7777896949;2.04700739972;NON;12;NON;arceaux
48.7877039949;2.04747899971;NON;8;NON;arceaux
48.7745291949;2.05088759971;NON;4;NON;arceaux
48.7847066949;2.05205669971;OUI;6;NON;arceaux
48.7860411949;2.05586999971;NON;8;NON;arceaux
48.7831682949;2.05644999971;OUI;6;NON;arceaux
48.9280919949;2.04448429972;NON;8;NON;arceaux
48.9264474949;2.05347439971;NON;6;NON;arceaux
48.9786474949;2.05803599971;NON;4;NON;arceaux
49.0117587949;2.05345799971;NON;0;NON;inconnu
48.7039706949;2.07287549971;NON;6;NON;ratelier
48.7638005949;2.06672279971;NON;6;NON;arceaux
48.7759619949;2.07050419971;OUI;40;NON;arceaux
49.0006012949;2.06806619971;NON;10;NON;arceaux
49.0657421948;2.06156759971;NON;0;NON;inconnu
48.9885089949;2.07365039971;NON;6;NON;inconnu
48.9888719449;2.07475383187;OUI;60;NON;arceaux
48.9920534949;2.07470879971;OUI;20;NON;arceaux
49.0359037949;2.07734629971;NON;10;NON;arceaux
48.7245064949;2.08218359971;NON;6;NON;arceaux
48.8713249449;2.09627279971;NON;20;NON;arceaux
48.9899995949;2.08519109971;NON;20;NON;inconnu
49.0430837949;2.08635359971;NON;6;NON;arceaux
48.9910111949;2.08859459971;NON;0;NON;autres
49.0182509949;2.09121584588;OUI;20;NON;ancrage
48.6888547949;2.11517229971;NON;4;NON;arceaux
48.6289778949;2.1254545997;NON;0;NON;inconnu
48.6990237949;2.1311556997;NON;14;NON;arceaux
48.7007816949;2.1317070997;NON;12;NON;inconnu
48.6773453949;2.1332439997;NON;6;NON;ratelier
48.7178199949;2.10117279971;NON;10;NON;arceaux
48.8089578449;2.10822019971;NON;10;NON;arceaux
48.9044855949;2.10879529971;NON;6;NON;inconnu
48.8796801949;2.11446599971;NON;0;NON;inconnu
48.9974746449;2.09814714972;OUI;50;NON;arceaux
48.9975778949;2.09951049971;OUI;40;OUI;abri
48.9937471949;2.10204999971;NON;4;NON;inconnu
49.0466628449;2.09992073583;NON;0;NON;ancrage
48.7498540949;2.1198499997;NON;5;NON;ratelier
48.7673243949;2.11882359971;NON;0;NON;inconnu
48.8020192949;2.1208495997;NON;6;NON;arceaux
48.8020849949;2.1208920997;NON;6;NON;arceaux
48.7682364949;2.12457337415;OUI;0;NON;inconnu
48.8087726949;2.1240822997;NON;2;NON;inconnu
48.8979989949;2.1216718997;NON;50;NON;arceaux
48.7992653949;2.1256294997;NON;0;NON;inconnu
48.8005446949;2.12918297915;OUI;36;NON;abri
48.8014097949;2.1306023997;NON;16;NON;arceaux
48.8016572949;2.1307653997;NON;4;NON;arceaux
48.7969090949;2.1318812997;NON;12;NON;arceaux
48.8168666949;2.1251248997;NON;2;NON;arceaux
48.8083733949;2.1259361997;NON;8;NON;arceaux
48.8256884949;2.1258685997;NON;20;NON;inconnu
48.8090497949;2.1332979997;NON;6;NON;arceaux
48.6740865949;2.1419818997;NON;5;NON;ratelier
48.6966205949;2.1555317997;NON;10;NON;arceaux
48.7004462949;2.1569103997;NON;0;NON;ratelier
48.7092356949;2.1627214997;OUI;0;NON;inconnu
48.6969530949;2.1637793997;NON;3;NON;ratelier
48.7099196949;2.1637111997;NON;28;NON;arceaux
48.6979825949;2.1641159997;NON;5;NON;ratelier
48.6983929949;2.1655329997;OUI;14;NON;arceaux
48.6858070949;2.1670684997;NON;4;NON;arceaux
48.7087099949;2.1667177997;NON;100;NON;arceaux
48.7097356949;2.1666153997;NON;12;NON;arceaux
48.6985542949;2.1684384997;NON;10;NON;arceaux
48.7091364949;2.1683520997;NON;30;NON;arceaux
48.6809930949;2.1705523997;NON;6;NON;arceaux
48.7959021949;2.1341323997;NON;10;NON;arceaux
48.8031867949;2.1347478997;NON;2;NON;arceaux
48.7966395949;2.1356502997;NON;20;NON;arceaux
48.7974135949;2.1356947997;NON;8;NON;arceaux
48.7945542949;2.1377554997;NON;8;NON;arceaux
48.8001155949;2.1384401997;NON;0;NON;inconnu
48.7634803949;2.1408730997;NON;5;NON;ratelier
48.8099236949;2.1344182997;NON;8;NON;inconnu
48.8098211449;2.13526610168;OUI;22;NON;inconnu
48.8480941949;2.1363551997;NON;4;NON;arceaux
48.8900534949;2.1349712997;OUI;10;NON;arceaux
48.8787902949;2.1423879997;NON;0;NON;inconnu
48.7218598949;2.1460508997;OUI;6;NON;ratelier
48.7199512949;2.1474405997;OUI;4;NON;ratelier
48.7115293949;2.1484124997;NON;40;NON;arceaux
48.7208813949;2.1484279997;OUI;5;NON;ratelier
48.7288966949;2.1484332997;NON;0;NON;ratelier
48.7294203949;2.1486424997;OUI;0;NON;ratelier
48.7217873949;2.1493452997;OUI;0;NON;ratelier
48.7239195949;2.1500506997;NON;5;NON;ratelier
48.7293159949;2.1505602997;OUI;5;NON;ratelier
48.8776163949;2.1462990997;NON;8;NON;inconnu
48.8803053949;2.1478684997;NON;0;NON;inconnu
48.8487749949;2.1508273997;NON;8;NON;inconnu
49.0001107949;2.1432779997;NON;102;NON;arceaux
48.9947029949;2.1471798997;NON;6;NON;arceaux
48.9075197949;2.1506924997;NON;2;NON;arceaux
48.9075436949;2.1509406997;NON;2;NON;arceaux
48.9065649949;2.1510744997;NON;2;NON;arceaux
48.9931854949;2.1499282997;NON;2;NON;arceaux
48.7273548449;2.1535589497;OUI;10;NON;abri
48.7972643949;2.1537948997;NON;8;NON;arceaux
48.7944299949;2.1549098997;NON;4;NON;arceaux
48.7951599949;2.1559137997;NON;4;NON;arceaux
48.8854615949;2.1557127997;NON;0;NON;inconnu
48.8855207949;2.1557127997;NON;0;NON;inconnu
48.8894003949;2.1593182997;NON;0;NON;arceaux
48.8896066949;2.1593061997;NON;0;NON;arceaux
48.7120332949;2.1660519997;NON;10;NON;arceaux
48.7128842949;2.1687617997;NON;14;NON;arceaux
48.8870143949;2.1690903997;NON;12;NON;arceaux
48.8860684949;2.1704624997;NON;30;NON;arceaux
48.9369801949;2.1560407997;NON;8;NON;arceaux
48.9378421949;2.1577727997;OUI;56;NON;casier
49.0194471949;2.15404216132;OUI;20;OUI;arceaux
49.0218431949;2.1566560997;NON;8;NON;arceaux
48.9907047949;2.1620209997;NON;6;NON;arceaux
48.9892706949;2.1650261997;NON;2;NON;arceaux
48.9996183949;2.1656525997;NON;6;NON;arceaux
48.9919664949;2.1661745997;NON;6;NON;arceaux
48.7087019949;2.1728333997;OUI;0;NON;arceaux
48.6987974949;2.17388297261;OUI;14;NON;arceaux
48.7014045949;2.1755829997;OUI;14;NON;arceaux
48.7029950949;2.1758966997;OUI;10;NON;ratelier
48.7012693949;2.1765496997;OUI;14;NON;arceaux
48.7084689949;2.1761688997;OUI;4;NON;autres
48.7029430949;2.1776368997;OUI;14;NON;arceaux
48.6996587949;2.1785533997;NON;40;NON;arceaux
48.6970158949;2.1791094997;NON;0;NON;inconnu
48.7069173949;2.1800042997;NON;10;NON;arceaux
48.7028227949;2.1802644997;OUI;14;NON;arceaux
48.7066231949;2.1812038997;NON;14;NON;arceaux
48.6830796949;2.1833219997;NON;4;NON;arceaux
48.7015293949;2.1833677997;OUI;30;NON;ratelier
48.6978337949;2.1840319997;OUI;0;NON;inconnu
48.4936880949;2.19420789969;OUI;10;NON;arceaux
48.5761727449;2.19761543381;NON;8;NON;arceaux
48.6982356949;2.1894739997;NON;6;NON;ratelier
48.6974715949;2.1899284997;NON;6;NON;ratelier
48.6990555949;2.1906562997;NON;4;NON;arceaux
48.7050545949;2.19129519969;OUI;12;NON;arceaux
48.7041144949;2.19900129969;NON;4;NON;arceaux
48.7119397949;2.1711903997;NON;10;NON;arceaux
48.7307454949;2.1728065997;NON;6;NON;ratelier
48.7991953949;2.1713326997;NON;4;NON;arceaux
48.7994054949;2.1743695997;OUI;60;NON;arceaux
48.7840592949;2.1780441997;NON;4;NON;inconnu
48.8868873949;2.1740041997;NON;10;NON;arceaux
48.8773268949;2.1760056997;NON;8;NON;arceaux
48.8940808949;2.1773874997;NON;12;NON;inconnu
48.7530472949;2.1810556997;NON;12;NON;ratelier
48.7997626949;2.1843753997;NON;0;NON;arceaux
48.8746293949;2.1810654997;NON;4;NON;arceaux
48.8927982949;2.1804472997;NON;18;NON;inconnu
48.8083575949;2.1885308997;NON;0;NON;arceaux
48.8967679949;2.18493413121;OUI;0;NON;inconnu
48.9196131949;2.1852351997;OUI;52;NON;arceaux
48.9199057949;2.1850802997;OUI;52;NON;arceaux
48.9905470949;2.1860538997;NON;2;NON;arceaux
48.7801309949;2.19171099969;NON;16;NON;arceaux
48.7801718949;2.19256229969;NON;16;NON;arceaux
48.7798417949;2.19683579969;NON;12;NON;arceaux
48.8131092949;2.19243639969;NON;3;NON;inconnu
48.8920856949;2.1898197997;NON;10;NON;inconnu
48.8907148949;2.19564089969;NON;2;NON;arceaux
48.9032689949;2.19564819969;NON;8;NON;arceaux
48.8865333949;2.19628319969;NON;8;NON;arceaux
48.8900115949;2.19710939969;NON;1;NON;arceaux
48.8904957949;2.19755229969;NON;4;NON;arceaux
48.9018863949;2.19778239969;NON;8;NON;arceaux
48.7159212949;2.20144079969;NON;0;NON;inconnu
48.7141609949;2.20303489969;NON;12;NON;arceaux
48.8263370949;2.20027609969;NON;0;NON;inconnu
48.8273064449;2.20061163169;OUI;8;NON;arceaux
48.8877977949;2.19969389969;NON;8;NON;arceaux
48.8221131949;2.20632879969;NON;4;NON;arceaux
48.8686590949;2.20376929969;NON;6;NON;arceaux
48.8828659949;2.20510429969;OUI;9;NON;ratelier
48.8930911949;2.20478659969;NON;2;NON;arceaux
48.8798847949;2.20756439969;NON;2;NON;ratelier
48.9678635449;2.19280839469;OUI;36;OUI;arceaux
49.0073989949;2.19836469969;NON;16;NON;arceaux
49.0462596949;2.19717549969;OUI;4;NON;arceaux
48.9308151949;2.20731959969;NON;6;NON;arceaux
48.7102956949;2.21180129969;NON;10;NON;ratelier
48.7058424949;2.21262859969;NON;20;NON;arceaux
48.7104016949;2.21485109969;NON;10;NON;ratelier
48.5825173949;2.22170819969;OUI;5;NON;ratelier
48.5822819949;2.22233518803;OUI;10;NON;arceaux
48.6427560949;2.23120579969;NON;3;NON;ratelier
48.6453228949;2.23132989969;NON;6;NON;ratelier
48.7075887949;2.23727959969;OUI;10;NON;arceaux
48.6687260949;2.23789138843;NON;0;NON;inconnu
48.7071678949;2.24445779969;NON;0;NON;ratelier
48.7544793949;2.21509489969;NON;6;NON;arceaux
48.8230103949;2.20774619969;NON;4;NON;arceaux
48.8718210949;2.20879509969;NON;10;NON;arceaux
48.8901493949;2.20986469969;NON;6;NON;arceaux
48.8616358949;2.21217379969;NON;2;NON;arceaux
48.9042798949;2.21015369969;NON;10;NON;arceaux
48.8921930949;2.21117419969;OUI;5;NON;casier
48.8454338949;2.21651849969;NON;10;NON;arceaux
48.8459562949;2.21670629969;NON;20;NON;arceaux
48.8948430949;2.21282909969;NON;6;NON;ratelier
48.9025118949;2.21241809969;OUI;10;NON;arceaux
48.8590672949;2.21469259969;NON;6;NON;arceaux
48.8564736949;2.21619809969;NON;2;NON;arceaux
48.8920334949;2.21477609969;NON;4;NON;arceaux
48.8986588949;2.21481819969;NON;8;NON;arceaux
48.8894492949;2.21670319969;NON;4;NON;arceaux
48.7827061949;2.21981589969;NON;14;NON;arceaux
48.7828751949;2.22386659969;OUI;0;NON;inconnu
48.8448518949;2.21731329969;NON;10;NON;inconnu
48.8400185949;2.21883059969;NON;6;NON;arceaux
48.8266810949;2.21935099969;NON;10;NON;arceaux
48.8888525949;2.21813669969;NON;6;NON;arceaux
48.8855096949;2.21991809969;NON;4;NON;arceaux
48.8307468949;2.22292809969;NON;4;NON;arceaux
48.8385519949;2.22427829969;NON;0;NON;inconnu
48.8683295949;2.22200749969;NON;10;NON;arceaux
48.8887704949;2.22550329969;NON;10;NON;arceaux
48.8894840949;2.22532249969;NON;10;NON;arceaux
48.8885289949;2.22582409969;NON;8;NON;arceaux
48.9047969949;2.21376399969;NON;10;NON;arceaux
49.0184924949;2.21568129969;NON;10;NON;arceaux
48.9081923949;2.21796809969;NON;6;NON;arceaux
48.9223878949;2.2184595997;OUI;30;NON;arceaux
48.9085723949;2.21928049969;NON;6;NON;arceaux
48.9104361949;2.22070449969;NON;4;NON;arceaux
48.9108639949;2.22215449969;NON;10;NON;arceaux
48.9200437949;2.22205759969;NON;6;NON;arceaux
48.9199300949;2.22221519969;NON;6;NON;arceaux
48.9121014949;2.22379029969;NON;18;NON;arceaux
49.0251994949;2.22152199969;NON;0;NON;autres
48.7247755949;2.23002899969;NON;4;NON;inconnu
48.7171092449;2.23212316177;OUI;0;NON;inconnu
48.7168079949;2.23228809969;NON;6;NON;arceaux
48.7187498949;2.23254339969;NON;8;NON;arceaux
48.7167091949;2.23344529969;NON;10;NON;arceaux
48.7168907949;2.23387989969;NON;20;NON;arceaux
48.8402001949;2.22686559969;NON;0;NON;inconnu
48.8188673949;2.22972969969;NON;12;NON;inconnu
48.8712850949;2.22664909969;NON;4;NON;arceaux
48.8713222949;2.22668329969;NON;4;NON;arceaux
48.8701800949;2.22712389969;NON;6;NON;arceaux
48.8877973949;2.22764009969;NON;8;NON;arceaux
48.8853695949;2.22831949969;NON;8;NON;arceaux
48.8897831949;2.22864609969;NON;10;NON;arceaux
48.8891557949;2.22913909969;NON;10;NON;arceaux
48.8340915949;2.23124649969;NON;8;NON;inconnu
48.8760331949;2.23197199969;NON;6;NON;arceaux
48.9044574949;2.23181229969;NON;10;NON;ratelier
48.8813819949;2.23224969969;NON;8;NON;arceaux
48.8883220949;2.23211689969;NON;5;NON;ratelier
48.9007167949;2.23233969969;NON;8;NON;arceaux
48.8835865949;2.23363199969;OUI;0;NON;casier
48.8836207949;2.23368009969;OUI;8;NON;autres
48.7827551949;2.23934679969;NON;6;NON;arceaux
48.7295390949;2.24055679969;NON;4;NON;arceaux
48.7243353949;2.24141209969;NON;12;NON;arceaux
48.8139925949;2.23539819969;NON;0;NON;inconnu
48.8267598949;2.23591459969;NON;0;NON;inconnu
48.8464240949;2.23570259969;NON;0;NON;inconnu
48.8416318949;2.23684259969;NON;0;NON;inconnu
48.8481296949;2.23925209969;NON;26;NON;inconnu
48.8798564949;2.23553979969;NON;10;NON;arceaux
48.8796050949;2.23677519969;NON;2;NON;arceaux
48.8833770949;2.23700459969;NON;5;NON;ratelier
48.8968067949;2.23752859969;NON;6;NON;arceaux
48.9005534949;2.23753689969;NON;12;NON;arceaux
48.8793991949;2.23957229969;NON;4;NON;arceaux
48.8972102949;2.23925549969;OUI;8;NON;ratelier
48.8415254949;2.24012449969;NON;0;NON;inconnu
48.8273324949;2.24440219969;NON;0;NON;inconnu
48.8355318949;2.24402659969;NON;0;NON;inconnu
48.8353748949;2.24434749969;NON;0;NON;inconnu
48.8776535949;2.24001489969;NON;5;NON;ratelier
48.8969505949;2.24039519969;NON;8;NON;arceaux
48.9015085949;2.24126559969;NON;8;NON;arceaux
48.8892655949;2.24283429969;NON;8;NON;arceaux
48.8938322949;2.24283729969;NON;10;NON;arceaux
48.8943654949;2.24358569969;NON;2;NON;arceaux
48.9016935949;2.24373109969;NON;4;NON;arceaux
48.9013044949;2.24392999969;NON;8;NON;arceaux
48.9144980949;2.22664719969;NON;10;NON;arceaux
48.9154230949;2.22725009969;NON;14;NON;arceaux
48.9148430949;2.23011729969;NON;10;NON;arceaux
48.9209182949;2.23004359969;NON;6;NON;arceaux
48.9830529949;2.22957249969;NON;2;NON;arceaux
48.9835182949;2.23057749969;NON;6;NON;ratelier
48.9126042949;2.23111979969;NON;8;NON;arceaux
48.9467742949;2.23366319969;NON;0;NON;inconnu
48.9064095949;2.23546899969;NON;8;NON;arceaux
48.9093101949;2.23751079969;NON;8;NON;arceaux
48.9069931949;2.23952209969;NON;22;NON;arceaux
48.9930315449;2.23582449969;OUI;0;NON;abri
48.9584881949;2.23940259969;NON;0;NON;inconnu
48.9070791949;2.24058399969;NON;8;NON;arceaux
48.9096605949;2.24164669969;NON;8;NON;arceaux
48.9853363949;2.24389819969;NON;8;NON;arceaux
48.5918162949;2.26776949968;NON;10;NON;arceaux
48.7175622949;2.24660739969;NON;6;NON;arceaux
48.7179643449;2.24676956476;OUI;10;NON;inconnu
48.7261377949;2.24664229969;NON;8;NON;arceaux
48.7162461949;2.24679649969;NON;4;NON;arceaux
48.7139151949;2.24740949969;NON;12;NON;arceaux
48.7263476949;2.24737979969;NON;10;NON;arceaux
48.7169015949;2.24850649969;NON;2;NON;arceaux
48.7364636949;2.25318159969;NON;12;NON;arceaux
48.8342812949;2.24530469969;NON;0;NON;inconnu
48.8181797949;2.24747969969;NON;5;NON;inconnu
48.8409306949;2.24775049969;NON;0;NON;inconnu
48.8995417949;2.24556859969;NON;10;NON;arceaux
48.8858622949;2.24607949969;NON;10;NON;ratelier
48.8989077949;2.24646119969;NON;6;NON;arceaux
48.8958364949;2.24717739969;NON;10;NON;arceaux
48.8894082949;2.24812009969;OUI;8;NON;arceaux
48.8214283949;2.25250599969;NON;12;NON;arceaux
48.8213003949;2.25265419969;NON;8;NON;arceaux
48.8203328949;2.25333139969;NON;4;NON;arceaux
48.8381354949;2.25252879969;NON;20;NON;arceaux
48.8884735949;2.24968309969;NON;8;NON;arceaux
48.8978970949;2.25050709969;NON;4;NON;arceaux
48.8963403949;2.25053669969;NON;6;NON;arceaux
48.8993363949;2.25094959969;OUI;12;NON;arceaux
48.8884049949;2.25202069969;OUI;6;NON;arceaux
48.8883708949;2.25296479969;NON;14;NON;arceaux
48.8928698949;2.25309399969;NON;4;NON;arceaux
48.7263146949;2.25772349969;OUI;40;OUI;abri
48.7347511949;2.25773349969;NON;4;NON;arceaux
48.7336030949;2.25907769969;NON;4;NON;arceaux
48.7283073949;2.25949799969;NON;20;NON;autres
48.7283358949;2.25954099969;NON;20;NON;ratelier
48.7240940949;2.26031059969;NON;8;NON;arceaux
48.7306094949;2.26106769969;NON;4;NON;arceaux
48.7168625949;2.26175099969;NON;0;NON;ratelier
48.7361004949;2.26122639969;NON;10;NON;arceaux
48.7357507949;2.26203309969;NON;10;NON;arceaux
48.7367939949;2.26223849969;NON;4;NON;arceaux
48.7777422949;2.25846919969;NON;6;NON;arceaux
48.8450891949;2.25452609969;NON;12;NON;arceaux
48.8425982949;2.25515719969;NON;10;NON;inconnu
48.8384988949;2.25720659969;NON;0;NON;inconnu
48.8361913949;2.25786729969;NON;38;NON;arceaux
48.8444376949;2.25719579969;NON;2;NON;inconnu
48.8986606949;2.25543189969;NON;10;NON;arceaux
48.8961833949;2.25615249969;NON;8;NON;arceaux
48.8987411949;2.25614789969;NON;10;NON;arceaux
48.8386614949;2.26099139969;NON;4;NON;inconnu
48.8368267949;2.26187209969;NON;6;NON;arceaux
48.8374606949;2.26221539969;NON;2;NON;inconnu
48.8486737949;2.26283339969;NON;10;NON;inconnu
48.8935477949;2.26041049969;NON;15;NON;arceaux
48.8570650949;2.26101619969;NON;0;NON;inconnu
48.9934425949;2.24633499969;NON;10;NON;arceaux
48.7220899949;2.26295169968;NON;8;NON;arceaux
48.8568030949;2.26444019968;NON;22;NON;inconnu
48.8982110949;2.26414439968;NON;6;NON;arceaux
48.9008466949;2.26459929968;NON;6;NON;arceaux
48.8988473949;2.26578939968;NON;8;NON;arceaux
48.8486310949;2.26852529968;NON;4;NON;inconnu
48.8219031949;2.27005429968;NON;0;NON;inconnu
48.8381214949;2.27180499968;NON;3;NON;arceaux
48.8492745949;2.27130779968;NON;4;NON;inconnu
48.9026397949;2.26855989968;NON;10;NON;arceaux
48.9035203949;2.26986439968;NON;18;NON;arceaux
48.9040422949;2.27110639968;NON;18;NON;arceaux
48.7219952949;2.27220269968;OUI;5;NON;ratelier
48.7348516949;2.27285049968;NON;6;NON;arceaux
48.7299437949;2.27673879968;NON;6;NON;arceaux
48.7312323949;2.27695579968;NON;4;NON;arceaux
48.7313628949;2.27775879968;NON;4;NON;arceaux
48.7592364949;2.27944729968;NON;12;NON;arceaux
48.7592170949;2.27962549968;NON;4;NON;ratelier
48.7589378949;2.28046684129;OUI;20;NON;abri
48.8367173449;2.2728391143;OUI;180;NON;arceaux
48.8535876949;2.27213339968;NON;2;NON;inconnu
48.8560395949;2.27239669968;NON;6;NON;arceaux
48.8218010949;2.27666619968;NON;6;NON;arceaux
48.8391659949;2.27531629968;NON;18;NON;inconnu
48.8331173949;2.27652909968;NON;6;NON;arceaux
48.8622532949;2.27254919968;NON;10;NON;arceaux
48.8620495949;2.27310669968;NON;10;NON;arceaux
48.8571515949;2.27438799968;NON;6;NON;arceaux
48.9027330949;2.27341919968;NON;8;NON;arceaux
48.9044273949;2.27368439968;NON;6;NON;arceaux
48.8637202949;2.27465629968;NON;4;NON;inconnu
48.8683441949;2.27559419968;NON;4;NON;inconnu
48.8726296949;2.27637409968;NON;8;NON;inconnu
48.8264379949;2.27742389968;NON;8;NON;arceaux
48.8273623949;2.27859829968;OUI;22;NON;arceaux
48.8330015949;2.27707559968;NON;20;NON;arceaux
48.8406799949;2.27751899968;NON;9;NON;arceaux
48.8462465949;2.27926769968;NON;4;NON;arceaux
48.8449278949;2.28010799968;NON;4;NON;inconnu
48.8436668949;2.28028949968;NON;10;NON;inconnu
48.8485263949;2.28107109968;NON;26;NON;arceaux
48.8589497949;2.27714319968;NON;4;NON;arceaux
48.8639909949;2.27896959968;NON;10;NON;arceaux
48.8947575949;2.27762119968;NON;20;NON;arceaux
48.8980746949;2.27816759968;OUI;36;NON;arceaux
48.8577102949;2.27918729968;NON;8;NON;arceaux
48.8656238949;2.27929559968;NON;10;NON;arceaux
48.8689958949;2.27993379968;NON;4;NON;inconnu
48.8984524949;2.27916949968;NON;18;NON;arceaux
48.8978212949;2.27954149968;NON;12;NON;arceaux
48.9031089949;2.28084339968;NON;8;NON;arceaux
48.9051297949;2.26413789968;NON;10;NON;arceaux
48.9713952949;2.26357549968;OUI;40;NON;arceaux
48.9135577949;2.26793129968;NON;12;NON;ratelier
48.9212065949;2.27138689968;NON;10;NON;arceaux
48.9809677449;2.27154946101;OUI;56;OUI;abri
48.9140229949;2.27221189968;NON;8;NON;arceaux
48.9196987949;2.27211819968;NON;18;NON;arceaux
48.9215977949;2.27270279968;NON;6;NON;arceaux
48.9050428949;2.27358069968;NON;8;NON;arceaux
48.9143799949;2.27431609968;NON;8;NON;arceaux
48.9184511949;2.27821799968;NON;6;NON;arceaux
48.9247588949;2.27991599968;NON;6;NON;arceaux
48.9917500949;2.27706069968;NON;5;NON;ratelier
48.9774873949;2.28040609968;NON;0;NON;inconnu
49.0033201949;2.27547319968;NON;0;NON;inconnu
48.6945198949;2.28328809968;NON;5;NON;ratelier
48.6012484949;2.29314389968;NON;0;NON;inconnu
48.5811341949;2.30083539968;NON;0;NON;inconnu
48.6058723949;2.30004519968;NON;0;NON;inconnu
48.5984281949;2.30406579968;NON;0;NON;inconnu
48.6569430949;2.30039909968;NON;2;NON;arceaux
48.6950422949;2.29992179968;NON;6;NON;ratelier
48.6112602949;2.31392919968;OUI;8;NON;arceaux
48.7036980949;2.31078579968;OUI;40;NON;ratelier
48.7302529949;2.28249609968;NON;6;NON;arceaux
48.7308112949;2.28318489968;NON;2;NON;arceaux
48.7268425949;2.28365489968;NON;4;NON;arceaux
48.7412020949;2.28442159968;NON;16;NON;arceaux
48.7795216949;2.28135789968;OUI;8;NON;arceaux
48.7788146949;2.28199359968;NON;8;NON;arceaux
48.7815612949;2.28437009968;NON;6;NON;arceaux
48.7689228949;2.28504689968;NON;10;NON;arceaux
48.8053154949;2.28542009968;NON;2;NON;arceaux
48.7316106949;2.28632839968;NON;6;NON;arceaux
48.7363880949;2.28625719968;NON;16;NON;arceaux
48.7430984949;2.28687209968;NON;22;NON;arceaux
48.7390297949;2.28863999968;NON;10;NON;arceaux
48.7699131949;2.28681529968;NON;20;NON;arceaux
48.7920442949;2.28728449968;NON;8;NON;arceaux
48.7891702949;2.28791099968;NON;4;NON;inconnu
48.7755198949;2.28849269968;NON;10;NON;arceaux
48.7931765949;2.28885789968;NON;12;NON;arceaux
48.8401434949;2.28137499968;NON;18;NON;inconnu
48.8477823949;2.28240109968;NON;0;NON;arceaux
48.8434066949;2.28293059968;NON;6;NON;inconnu
48.8475745949;2.28251289968;NON;0;NON;inconnu
48.8475341949;2.28305929968;NON;0;NON;arceaux
48.8474382949;2.28330339968;NON;14;NON;inconnu
48.8203269949;2.28423779968;NON;10;NON;arceaux
48.8278920949;2.28424349968;NON;28;NON;arceaux
48.8343133949;2.28444379968;NON;12;NON;arceaux
48.8407697949;2.28421529968;NON;4;NON;arceaux
48.8441727949;2.28427209968;NON;3;NON;arceaux
48.8421224949;2.28575519968;NON;10;NON;inconnu
48.8444161949;2.28479079968;NON;10;NON;inconnu
48.8683970949;2.28255639968;NON;0;NON;inconnu
48.8643844949;2.28502999968;NON;6;NON;arceaux
48.8770952949;2.28532859968;NON;6;NON;arceaux
48.8766145949;2.28554249968;NON;10;NON;arceaux
48.8836937949;2.28561259968;NON;18;NON;arceaux
48.8209013949;2.28631089968;NON;0;NON;inconnu
48.8413107949;2.28753759968;NON;14;NON;inconnu
48.8330637949;2.28764579968;NON;18;NON;inconnu
48.8444758949;2.28718739968;NON;10;NON;arceaux
48.8534392949;2.28809809968;NON;14;NON;inconnu
48.8534731949;2.28817139968;NON;14;NON;inconnu
48.8218927949;2.28917109968;NON;4;NON;arceaux
48.8325018949;2.28893959968;NON;18;NON;inconnu
48.8324809949;2.28899109968;NON;10;NON;inconnu
48.8389393949;2.28892969968;NON;6;NON;inconnu
48.8354632949;2.28981159968;NON;4;NON;inconnu
48.8383430949;2.28936859968;NON;8;NON;arceaux
48.8502431949;2.28979789968;NON;8;NON;arceaux
48.8480148949;2.29009909968;NON;8;NON;arceaux
48.8526408949;2.29046189968;NON;14;NON;arceaux
48.8801887949;2.28673979968;NON;10;NON;arceaux
48.8763165949;2.28758169968;NON;10;NON;inconnu
48.8813285949;2.28593679968;NON;4;NON;inconnu
48.8823302949;2.28595649968;NON;10;NON;arceaux
48.8756558949;2.28858679968;NON;8;NON;arceaux
48.8777230949;2.29028809968;NON;10;NON;inconnu
48.8864576949;2.28863079968;NON;22;NON;arceaux
48.8907716949;2.28859279968;NON;10;NON;arceaux
48.8912043949;2.28985969968;NON;6;NON;arceaux
48.8908154949;2.29009979968;NON;4;NON;arceaux
48.8970277949;2.28948969968;NON;0;NON;inconnu
48.7318789949;2.29228369968;NON;14;NON;arceaux
48.7312379949;2.29230119968;NON;24;NON;arceaux
48.7349439949;2.29501739968;NON;8;NON;arceaux
48.8069644949;2.29400389968;NON;14;NON;arceaux
48.7989897949;2.29469904968;NON;0;NON;inconnu
48.7546571949;2.29786509968;NON;10;NON;arceaux
48.8040933949;2.29527119968;OUI;12;NON;arceaux
48.8052011949;2.29586229968;NON;10;NON;arceaux
48.8061501949;2.29831259968;NON;0;NON;inconnu
48.8240990949;2.29049999968;NON;4;NON;arceaux
48.8486469949;2.29067959968;NON;2;NON;inconnu
48.8218194949;2.29345879968;NON;14;NON;arceaux
48.8164494949;2.29461709968;NON;8;NON;inconnu
48.8511952949;2.29279339968;NON;22;NON;inconnu
48.8513019949;2.29296909968;NON;6;NON;arceaux
48.8480958949;2.29343859968;NON;6;NON;arceaux
48.8560389949;2.29449779968;NON;10;NON;arceaux
48.8890385949;2.29093509968;NON;10;NON;ratelier
48.8892759949;2.29280249968;NON;24;NON;arceaux
48.8882770949;2.29418189968;NON;28;NON;arceaux
48.8231003949;2.29613409968;NON;6;NON;arceaux
48.8154100949;2.29735229968;OUI;24;NON;arceaux
48.8296915949;2.29666609968;NON;18;NON;arceaux
48.8316456949;2.29656239968;NON;6;NON;inconnu
