lat;lng;couvert;capacite;payant;type
48.8210048949;2.32951489968;NON;10;NON;arceaux
48.8277772949;2.32950349968;NON;10;NON;arceaux
48.8329605949;2.32833689968;NON;12;NON;arceaux
48.8458784949;2.32842039968;NON;16;NON;arceaux
48.8333725949;2.32849209968;NON;0;NON;arceaux
48.8344762949;2.32847369968;NON;18;NON;arceaux
48.8437948949;2.32909529968;NON;18;NON;inconnu
48.8230232949;2.33090069968;OUI;50;NON;batiment
48.8406323949;2.33032429968;NON;8;NON;arceaux
48.8435977949;2.33112839968;NON;26;NON;arceaux
48.8493520949;2.33184339968;NON;8;NON;arceaux
48.8730263949;2.32867519968;NON;8;NON;arceaux
48.8722831949;2.32899589968;NON;14;NON;inconnu
48.8839982949;2.32730579968;NON;8;NON;inconnu
48.8826125949;2.32781309968;NON;10;NON;arceaux
48.8823122949;2.32786989968;NON;2;NON;arceaux
48.8859616949;2.32854719968;NON;8;NON;arceaux
48.8570232949;2.32971449968;NON;20;NON;arceaux
48.8699388949;2.33040979968;NON;10;NON;arceaux
48.8762048949;2.33089019968;NON;24;NON;arceaux
48.8828907949;2.32966599968;NON;4;NON;arceaux
48.8833686949;2.33029559968;NON;10;NON;arceaux
48.8842374949;2.33049309968;NON;16;NON;arceaux
48.8924477949;2.33063639968;NON;8;NON;arceaux
48.8925515949;2.33010589968;NON;8;NON;arceaux
48.8916128949;2.33083779968;NON;12;NON;arceaux
48.8840934949;2.33169009968;NON;4;NON;arceaux
48.8839193949;2.33184859968;NON;2;NON;inconnu
48.8960863949;2.33162119968;NON;12;NON;arceaux
48.7954931949;1.60234015666;OUI;22;NON;abri
48.9974043949;1.63044089977;OUI;10;NON;abri
49.0042371949;1.67932569977;NON;8;NON;arceaux
48.9974394949;1.68854129976;NON;9;NON;arceaux
48.9873175949;1.70486959976;NON;4;NON;arceaux
48.9898673949;1.70430089976;NON;1;NON;arceaux
48.9850819949;1.71397519976;NON;16;NON;arceaux
48.9908915949;1.71973649976;NON;2;NON;arceaux
48.9920620949;1.72263729976;NON;8;NON;arceaux
48.9730637949;1.78034499975;NON;18;NON;arceaux
48.6453079949;1.81989529975;NON;10;NON;arceaux
48.6279697949;1.82822769975;NON;6;NON;ancrage
48.6465001949;1.82737469975;NON;4;NON;inconnu
48.6439753449;1.83132278567;OUI;40;OUI;arceaux
48.8025903449;1.81517979975;OUI;40;OUI;arceaux
48.6277314949;1.87330959974;NON;0;NON;inconnu
48.7199481949;1.89784079974;NON;14;NON;arceaux
48.7556316949;1.94343830384;OUI;10;NON;arceaux
48.8318219949;1.94362192078;OUI;10;NON;inconnu
48.7838504949;1.95684639973;NON;8;NON;arceaux
48.7690580949;1.96529979973;NON;6;NON;arceaux
48.7664335949;1.96780329973;NON;0;NON;inconnu
48.8307456449;1.96032779973;OUI;10;NON;arceaux
48.9922967449;1.95509678153;NON;0;NON;inconnu
49.0068954949;1.96383859973;OUI;10;NON;inconnu
48.7701976949;1.96997649973;NON;4;NON;arceaux
48.7916978949;1.97183139973;NON;24;NON;arceaux
48.7817639949;1.98287529972;NON;10;NON;arceaux
48.9190271949;1.97642659972;OUI;0;NON;ratelier
48.9810546949;1.98314739972;OUI;40;OUI;abri
48.5339280449;2.00967424972;OUI;12;NON;ratelier
48.7692459949;2.00398529972;OUI;26;NON;arceaux
49.0164709949;1.99928199972;NON;0;NON;inconnu
48.7752589949;2.00674184972;OUI;16;NON;ancrage
48.7752835949;2.006837438;OUI;16;NON;ancrage
48.7771404949;2.02247949972;NON;3;NON;ratelier
48.7712837949;2.02355349972;OUI;4;NON;arceaux
49.0511575949;2.00687329972;NON;6;NON;ancrage
48.6191530949;2.02418679972;OUI;32;NON;arceaux
48.7715327949;2.02445799972;NON;6;NON;arceaux
48.7715371949;2.02514269972;OUI;6;NON;arceaux
48.7757993949;2.02613879972;NON;18;NON;arceaux
48.7758036949;2.02626349972;NON;8;NON;arceaux
48.7706888949;2.02807619972;NON;6;NON;ratelier
48.7700764949;2.02981059972;NON;6;NON;arceaux
48.7733929949;2.03141919972;NON;12;NON;ratelier
48.7787559949;2.03267170071;NON;32;NON;arceaux
48.7627171949;2.03422239972;NON;20;NON;arceaux
48.7779398949;2.03535329972;NON;6;NON;ratelier
48.7112390949;2.04169569972;NON;0;NON;inconnu
48.7649450949;2.03833929972;NON;8;NON;arceaux
48.7791704949;2.04135619972;NON;4;NON;ancrage
48.8074002949;2.04047759972;NON;8;NON;inconnu
48.9709805949;2.02763459972;NON;0;NON;inconnu
48.8217563949;2.33283199968;NON;6;NON;arceaux
48.9245252949;2.03077009972;NON;6;NON;arceaux
48.8436010949;2.33356839968;NON;24;NON;arceaux
49.0757578948;2.02591579972;OUI;2;NON;casier
48.8090348949;2.33483429967;NON;10;NON;arceaux
48.9438525949;2.03435999972;NON;6;NON;ratelier
48.8261343949;2.33427479968;NON;10;NON;arceaux
48.9515847949;2.03715469972;NON;6;NON;ratelier
48.8272609949;2.33520179967;NON;20;NON;arceaux
48.9328101949;2.04129369972;NON;8;NON;arceaux
48.8139276949;2.33558399967;NON;4;NON;arceaux
49.0123268949;2.03440909972;NON;0;NON;inconnu
48.8424566949;2.33443029968;NON;4;NON;arceaux
48.7828012949;2.04382759972;NON;0;NON;arceaux
48.8400991949;2.33474409968;NON;14;NON;arceaux
48.7825635949;2.04408909972;NON;0;NON;ratelier
48.8328686949;2.33592269967;NON;12;NON;arceaux
48.7865159949;2.04432298127;OUI;108;NON;arceaux
48.8426646949;2.33634679967;NON;10;NON;arceaux
48.7849879949;2.04481599972;NON;8;NON;arceaux
48.8663117949;2.33284639968;NON;6;NON;inconnu
48.7862167949;2.04549389972;OUI;10;NON;arceaux
48.8742565949;2.33219329968;NON;0;NON;arceaux
48.7772026949;2.04815289971;NON;10;NON;inconnu
48.8869556949;2.33246579968;NON;4;NON;arceaux
48.7850057949;2.05062869971;NON;8;NON;arceaux
48.8836345949;2.33336059968;NON;4;NON;arceaux
48.7878743949;2.05571469971;NON;0;NON;inconnu
48.8890620949;2.33338409968;NON;10;NON;arceaux
48.9272907949;2.04325629972;NON;10;NON;arceaux
48.8835259949;2.33371499968;NON;2;NON;inconnu
48.9277377949;2.04539679972;NON;4;NON;arceaux
48.8834665949;2.33393199968;NON;4;NON;arceaux
49.0123609949;2.04295309972;NON;8;NON;arceaux
48.8674856949;2.33477279967;NON;10;NON;arceaux
48.9339567949;2.05229609971;NON;4;NON;arceaux
48.8679883949;2.33529039967;NON;16;NON;arceaux
48.9360202949;2.05710039971;NON;10;NON;arceaux
48.8751226949;2.33517169967;NON;8;NON;inconnu
48.9873342949;2.05982129971;OUI;10;NON;inconnu
48.8670098949;2.33567849967;NON;6;NON;arceaux
49.0626851948;2.05818319971;NON;16;NON;inconnu
48.8818853949;2.33429829968;NON;22;NON;arceaux
48.5355514949;2.06930559971;OUI;15;NON;ratelier
48.8832437949;2.33466739968;NON;4;NON;arceaux
48.7032724949;2.06970919971;NON;6;NON;arceaux
48.8860021949;2.33456329968;NON;12;NON;arceaux
48.7738051949;2.06394269971;NON;18;NON;arceaux
48.8831676949;2.33491969967;NON;12;NON;arceaux
48.7721726949;2.06706559971;NON;0;NON;arceaux
48.8995300949;2.33620629967;NON;12;NON;arceaux
48.7738598949;2.07408859971;NON;8;NON;arceaux
48.9305477949;2.31969559968;NON;0;NON;inconnu
48.7231578949;2.07720119971;NON;10;NON;arceaux
48.9050472949;2.32514129968;NON;0;NON;inconnu
48.9972565949;2.06414829971;NON;4;NON;arceaux
48.9138449949;2.32587449968;NON;20;NON;arceaux
48.9996597949;2.06441089971;NON;5;NON;ratelier
49.0452930949;2.32263159968;OUI;10;NON;abri
48.9604164949;2.06869489971;NON;8;NON;inconnu
49.0449856449;2.3227710587;OUI;40;OUI;arceaux
49.0132629949;2.06202399971;NON;0;NON;inconnu
48.9197745949;2.33350610347;NON;3;NON;arceaux
48.9889582949;2.07471337278;OUI;50;NON;arceaux
48.8025635949;2.33863679967;NON;6;NON;inconnu
49.0363067949;2.07828309971;OUI;15;NON;arceaux
48.7509168949;2.34519719967;NON;0;NON;inconnu
48.8296907949;2.08573619971;NON;0;NON;ratelier
48.7783826949;2.34265529967;NON;5;NON;ratelier
48.7360574949;2.09105669971;NON;6;NON;inconnu
48.7843199949;2.34514509967;OUI;10;NON;arceaux
48.8683544949;2.09673179971;OUI;5;NON;inconnu
48.8384417949;2.33669279967;NON;10;NON;arceaux
48.8718638949;2.09692149971;OUI;0;NON;inconnu
48.8403349949;2.33734059967;NON;8;NON;arceaux
49.0143721949;2.07916299971;OUI;32;OUI;abri
48.8519517949;2.33873279967;NON;8;NON;arceaux
49.0080543949;2.08578039971;OUI;0;NON;inconnu
48.8245887949;2.33968649967;NON;10;NON;arceaux
49.0420717949;2.08833259971;NON;14;NON;inconnu
48.8413890949;2.33915119967;NON;10;NON;arceaux
48.7009963449;2.09948189812;NON;12;NON;arceaux
48.8412757949;2.33984159967;NON;14;NON;arceaux
48.8139522449;2.10544922582;NON;18;NON;ancrage
48.8443742949;2.33909169967;NON;20;NON;ancrage
48.8144905949;2.10611069971;NON;18;NON;ancrage
48.8500487949;2.33996649967;NON;24;NON;arceaux
48.7458392949;2.11341999971;NON;6;NON;ratelier
48.8514708949;2.34011829967;NON;14;NON;arceaux
48.8089681949;2.10856359971;NON;10;NON;arceaux
48.8550560949;2.34027709967;NON;12;NON;arceaux
48.8925846949;2.10664919971;NON;0;NON;inconnu
48.8482949949;2.34068169967;NON;10;NON;arceaux
48.9987583949;2.10372499971;NON;6;NON;inconnu
48.8682775949;2.33714319967;NON;10;NON;arceaux
48.7266499949;2.1216267997;NON;6;NON;arceaux
48.8742736949;2.33720049967;NON;10;NON;arceaux
48.8028075949;2.1235922997;NON;2;NON;arceaux
48.8794025949;2.33725949967;NON;8;NON;arceaux
48.8208019949;2.1206336997;NON;0;NON;inconnu
48.8663245949;2.33781329967;NON;6;NON;inconnu
48.8174605949;2.1223833997;NON;4;NON;arceaux
48.8663031949;2.33790409967;NON;6;NON;inconnu
48.8693559949;2.33799209967;NON;6;NON;arceaux
48.8811730949;2.33654709967;NON;6;NON;inconnu
48.8811380949;2.33673359967;NON;6;NON;inconnu
48.8811146949;2.33759979967;NON;6;NON;arceaux
48.8843657949;2.33838249967;NON;18;NON;arceaux
48.8822534949;2.33867559967;NON;6;NON;inconnu
48.8896589949;2.33869309967;NON;10;NON;arceaux
48.8985801949;2.33790369967;NON;12;NON;arceaux
48.8929571949;2.33862709967;NON;10;NON;arceaux
48.8740889949;2.33889019967;NON;12;NON;arceaux
48.8768390949;2.33888219967;NON;10;NON;arceaux
48.8790657949;2.33900939967;NON;6;NON;inconnu
48.8695369949;2.33959579967;NON;16;NON;arceaux
48.8789554949;2.33967619967;NON;10;NON;arceaux
48.8588685949;2.33994919967;NON;6;NON;arceaux
48.8624545949;2.34007279967;NON;8;NON;arceaux
48.8602078949;2.34099889967;NON;18;NON;inconnu
48.8793765949;2.34003039967;NON;6;NON;inconnu
48.8796486949;2.34007569967;NON;12;NON;inconnu
48.8757373949;2.34039929967;NON;10;NON;arceaux
48.8699339949;2.34052149967;NON;14;NON;arceaux
48.8782042949;2.34086439967;NON;10;NON;arceaux
48.8821944949;2.33908139967;NON;6;NON;arceaux
48.8909571949;2.33953519967;NON;8;NON;arceaux
48.8913111949;2.33962839967;NON;8;NON;arceaux
48.8312582949;2.34262709967;NON;10;NON;arceaux
48.8419705949;2.34130989967;NON;8;NON;arceaux
48.8479435949;2.34108439967;NON;8;NON;arceaux
48.8506937949;2.34254269967;NON;10;NON;inconnu
48.8514202949;2.34264489967;NON;4;NON;arceaux
48.8151618949;2.34387829967;NON;6;NON;arceaux
48.8251209949;2.34339419967;NON;6;NON;arceaux
48.8194084949;2.34521689967;NON;20;NON;arceaux
48.8379861949;2.34342049967;NON;22;NON;arceaux
48.8349839949;2.34392209967;NON;10;NON;arceaux
48.8108919949;2.1240329997;NON;8;NON;inconnu
48.8116838949;2.1240685997;NON;2;NON;inconnu
48.8252452949;2.1238531997;NON;8;NON;inconnu
48.8779059949;2.1223944997;NON;0;NON;inconnu
48.7255245949;2.1254085997;OUI;3;NON;ratelier
48.7740346949;2.1261628997;OUI;6;NON;arceaux
48.7749028949;2.1267827997;NON;4;NON;arceaux
48.7997440949;2.1272125997;NON;2;NON;arceaux
48.8002427949;2.1277125997;NON;2;NON;inconnu
48.8076637949;2.1283599997;NON;4;NON;inconnu
48.8021811949;2.1286752997;NON;4;NON;inconnu
48.8041146949;2.1310404997;NON;7;NON;arceaux
48.8006422949;2.1319993997;NON;5;NON;arceaux
48.8039563949;2.1320112997;NON;8;NON;inconnu
48.8046600949;2.1325757997;NON;8;NON;ancrage
48.8071075949;2.1324319997;NON;4;NON;inconnu
48.8062704949;2.1326694997;NON;6;NON;inconnu
48.8037934949;2.1328150997;NON;6;NON;inconnu
48.7958541949;2.1340351997;NON;20;NON;arceaux
48.8153523949;2.1280770997;NON;4;NON;arceaux
48.8088166949;2.1331364997;NON;6;NON;arceaux
48.8083622949;2.1333485997;NON;22;NON;arceaux
48.8080778949;2.1335148997;NON;8;NON;arceaux
49.0333988949;2.12849977273;OUI;32;OUI;arceaux
48.6979970949;2.1368253997;OUI;12;NON;arceaux
48.6746683949;2.1435563997;NON;6;NON;ratelier
48.4365749449;2.15925235615;OUI;40;OUI;abri
48.4338793949;2.1629191997;NON;6;NON;ratelier
48.8519017949;2.34353249967;NON;4;NON;arceaux
48.6964019949;2.1545520997;NON;7;NON;ratelier
48.8436576949;2.34482969967;NON;28;NON;arceaux
48.6967124949;2.1599280997;NON;6;NON;arceaux
48.8348957949;2.34530229967;NON;8;NON;arceaux
48.6967993949;2.1621246997;NON;6;NON;arceaux
48.8367052949;2.34526069967;NON;8;NON;arceaux
48.7107117949;2.1619925997;NON;22;NON;arceaux
48.8350657949;2.34567159967;NON;10;NON;arceaux
48.6990575949;2.1658117997;NON;14;NON;arceaux
48.8632245949;2.34129819967;NON;6;NON;arceaux
48.6985471949;2.1685968997;NON;10;NON;arceaux
48.8623167949;2.34214579967;NON;26;NON;arceaux
48.6787966949;2.1688777997;OUI;16;NON;arceaux
48.8715087949;2.34154049967;NON;16;NON;arceaux
48.6824237949;2.1693319997;NON;20;NON;arceaux
48.8765235949;2.34145199967;NON;6;NON;arceaux
48.7021766949;2.1688124997;OUI;14;NON;arceaux
48.8754353949;2.34176389967;NON;0;NON;arceaux
48.7092267949;2.1686624997;NON;36;NON;arceaux
48.8757864949;2.34217749967;NON;26;NON;arceaux
48.6885050949;2.1705977997;NON;0;NON;inconnu
48.8714697949;2.34276849967;NON;26;NON;arceaux
48.7960278949;2.1361091997;NON;67;NON;arceaux
48.8754264949;2.34239799967;NON;14;NON;inconnu
48.7958761949;2.1363888997;NON;14;NON;arceaux
48.8756290949;2.34327209967;NON;19;NON;arceaux
48.8026431949;2.1416019997;NON;0;NON;inconnu
48.8958076949;2.34163339967;NON;6;NON;arceaux
48.8087301949;2.1341802997;NON;6;NON;arceaux
48.8826349949;2.34261419967;NON;6;NON;arceaux
48.8097986949;2.1342193997;NON;42;NON;inconnu
48.8976631949;2.34252529967;NON;16;NON;arceaux
48.8897894949;2.1345903997;NON;0;NON;arceaux
48.8991225949;2.34241949967;NON;10;NON;arceaux
48.8901381949;2.1349357997;OUI;10;NON;arceaux
48.8634623949;2.34344749967;NON;8;NON;arceaux
48.8900306949;2.1350563997;OUI;10;NON;arceaux
48.8696534949;2.34423469967;NON;16;NON;arceaux
48.7288506949;2.1469929997;OUI;5;NON;ratelier
48.8685241949;2.34441019967;NON;4;NON;arceaux
48.7211432949;2.1486907997;OUI;5;NON;ratelier
48.8765851949;2.34454609967;NON;10;NON;arceaux
48.7254239949;2.1484956997;OUI;6;NON;ratelier
48.8780537949;2.34501539967;NON;6;NON;arceaux
48.7209556949;2.1503376997;OUI;20;NON;ratelier
48.8787474949;2.34547079967;NON;12;NON;arceaux
48.7287161949;2.1503376997;OUI;5;NON;ratelier
48.8911149949;2.34358239967;NON;12;NON;arceaux
48.8066458949;2.1523331997;OUI;0;NON;inconnu
48.8944381949;2.34425119967;NON;22;NON;arceaux
48.8527469949;2.1440767997;NON;4;NON;arceaux
48.8830849949;2.34491219967;NON;4;NON;arceaux
48.8780321949;2.1441808997;NON;2;NON;arceaux
48.8922150949;2.34484729967;NON;18;NON;arceaux
48.8783019949;2.1442673997;NON;0;NON;inconnu
48.8864515949;2.34524469967;NON;4;NON;arceaux
48.8781263949;2.1521154997;NON;0;NON;inconnu
48.8909210949;2.34550319967;NON;8;NON;arceaux
48.9456705949;2.1442463997;NON;0;NON;inconnu
48.7510732949;2.34596169967;NON;0;NON;inconnu
48.9454609949;2.1447561997;NON;0;NON;inconnu
48.7942278452;2.34907164975;OUI;0;NON;inconnu
48.9971226949;2.1451910997;NON;8;NON;arceaux
48.7707608949;2.35032889967;NON;2;NON;arceaux
48.7283163949;2.1526765997;OUI;10;NON;ratelier
48.8076990949;2.35319799967;NON;0;NON;inconnu
48.7242663949;2.1534624997;OUI;0;NON;inconnu
48.8212829949;2.34610199967;NON;8;NON;inconnu
48.7941580949;2.1541099997;NON;6;NON;arceaux
48.8222984949;2.34618389967;NON;8;NON;arceaux
48.7953088949;2.1554861997;NON;4;NON;arceaux
48.8309812949;2.34607949967;NON;16;NON;arceaux
48.7953675949;2.1565243997;NON;0;NON;inconnu
48.8212865949;2.34640799967;NON;10;NON;arceaux
48.8854679949;2.1552565997;NON;0;NON;inconnu
48.8257790949;2.34702089967;NON;6;NON;arceaux
48.7292113949;2.1618915997;NON;10;NON;arceaux
48.8300286949;2.34710229967;NON;8;NON;arceaux
48.7649137949;2.1632887497;OUI;20;NON;arceaux
48.8224473949;2.34759669967;NON;6;NON;arceaux
48.7128846949;2.1686537997;NON;14;NON;arceaux
48.8221317949;2.34765709967;NON;12;NON;arceaux
48.8058164949;2.1679918997;NON;8;NON;arceaux
48.8263308949;2.34775389967;NON;6;NON;arceaux
48.8732499949;2.1637189997;NON;8;NON;inconnu
48.8386866949;2.34596229967;NON;15;NON;inconnu
48.8738749949;2.1690701997;NON;6;NON;arceaux
48.8372843949;2.34721179967;NON;19;NON;arceaux
48.8736809949;2.1691296997;NON;6;NON;arceaux
48.8514100949;2.34716149967;NON;10;NON;arceaux
48.8740619949;2.1692633997;NON;6;NON;arceaux
48.8490179949;2.34749739967;NON;18;NON;inconnu
48.8888789949;2.1695358997;NON;6;NON;inconnu
48.8154023949;2.34844359967;NON;6;NON;arceaux
48.8867975949;2.1702209997;NON;0;NON;arceaux
48.8200997949;2.34818669967;NON;12;NON;arceaux
48.9373931949;2.15830721472;OUI;16;NON;arceaux
48.8257571949;2.34820259967;NON;14;NON;arceaux
48.9384692949;2.1586813997;NON;8;NON;arceaux
48.8212772949;2.34840959967;NON;12;NON;arceaux
49.0244750949;2.1562953997;NON;6;NON;arceaux
48.8214565949;2.34839189967;NON;10;NON;arceaux
48.9917433949;2.1662764997;NON;8;NON;arceaux
48.8237572949;2.34834529967;NON;20;NON;arceaux
49.0131189949;2.1628487997;NON;0;NON;inconnu
48.8238805949;2.34847589967;NON;30;NON;arceaux
49.0201464949;2.1635742997;NON;0;NON;arceaux
48.8267173949;2.34804349967;NON;30;NON;arceaux
48.7085452949;2.17148694298;OUI;0;NON;inconnu
48.8221330949;2.34880729967;NON;12;NON;arceaux
48.7035992949;2.1739984997;NON;0;NON;inconnu
48.8272996949;2.34869159967;NON;12;NON;arceaux
48.7006022949;2.1785030997;OUI;40;NON;arceaux
48.8154941949;2.35004499967;NON;10;NON;arceaux
48.6971306949;2.1797346997;NON;0;NON;inconnu
48.8222002949;2.34959619967;NON;0;NON;inconnu
48.7016623949;2.1797695997;NON;4;NON;arceaux
48.8359745949;2.34829779967;NON;10;NON;arceaux
48.6972544949;2.1804794997;NON;0;NON;inconnu
48.8414669949;2.34837939967;NON;8;NON;arceaux
48.7020401949;2.1816674997;OUI;14;NON;arceaux
48.8446686949;2.34919039967;NON;8;NON;arceaux
48.6969982949;2.1847780997;NON;5;NON;ratelier
48.8497306949;2.35022449967;NON;10;NON;arceaux
48.6967559949;2.1863212997;NON;4;NON;arceaux
48.8613665949;2.34784579967;NON;12;NON;arceaux
48.6968314949;2.1871740997;NON;10;NON;arceaux
48.8683868949;2.34715829967;NON;10;NON;inconnu
48.6959383949;2.1873667997;OUI;36;NON;ratelier
48.8788781949;2.34719219967;NON;10;NON;arceaux
48.7002753949;2.1872955997;NON;4;NON;arceaux
48.8695362949;2.34776559967;NON;6;NON;arceaux
48.6990952949;2.1880829997;NON;6;NON;ratelier
48.8831283949;2.34580539967;NON;6;NON;arceaux
48.6967765949;2.1881990997;NON;4;NON;arceaux
48.8923695949;2.34611789967;NON;18;NON;arceaux
48.6968550949;2.1890683997;NON;4;NON;arceaux
48.8861579949;2.34745309967;NON;8;NON;arceaux
48.6990975949;2.1899563997;NON;8;NON;arceaux
48.8835935949;2.34784119967;NON;2;NON;arceaux
48.6965311949;2.1905211997;NON;0;NON;inconnu
48.8625332949;2.34856629967;NON;6;NON;arceaux
48.7032448949;2.19156199969;NON;12;NON;arceaux
48.8792266949;2.34855229967;NON;12;NON;arceaux
48.7030661949;2.19172459969;NON;12;NON;arceaux
48.8692038949;2.34857589967;NON;20;NON;arceaux
48.8871951449;2.17166694735;OUI;448;OUI;abri
48.8604899949;2.34919179967;NON;10;NON;arceaux
48.8879706949;2.1752487997;NON;6;NON;inconnu
48.8607244949;2.34932249967;NON;12;NON;arceaux
48.8773951949;2.1792961997;NON;20;NON;arceaux
48.8599812949;2.34976839967;NON;12;NON;inconnu
48.8778154949;2.1797849997;NON;4;NON;arceaux
48.8623683949;2.35022689967;NON;8;NON;arceaux
48.8002188949;2.1864640997;NON;0;NON;arceaux
48.8703631949;2.34987149967;NON;8;NON;arceaux
48.8758701949;2.1808403997;NON;4;NON;arceaux
48.8703410949;2.34999159967;NON;8;NON;arceaux
48.8960333949;2.1838839997;OUI;0;NON;inconnu
48.8715416949;2.34991049967;NON;10;NON;inconnu
48.8122556949;2.1876915116;OUI;30;NON;inconnu
48.8716193949;2.35000349967;NON;0;NON;arceaux
48.8083975949;2.1885251997;NON;0;NON;arceaux
48.8762352949;2.35012399967;NON;24;NON;arceaux
48.8385474449;2.18731798891;NON;0;NON;ancrage
48.8836583949;2.34837429967;NON;10;NON;inconnu
48.9915351949;2.1753823997;NON;10;NON;arceaux
48.8918428949;2.34871959967;NON;8;NON;arceaux
48.9206291449;2.18518758269;OUI;60;NON;arceaux
48.8851248949;2.34940389967;NON;2;NON;arceaux
48.7589025949;2.19199439969;OUI;8;NON;arceaux
48.8848782949;2.34961779967;NON;2;NON;inconnu
48.8088431949;2.1895321997;NON;0;NON;arceaux
48.8858315949;2.34963929967;NON;16;NON;inconnu
48.8088135949;2.1904978997;NON;0;NON;arceaux
48.8860660949;2.34964539967;NON;4;NON;arceaux
48.8644333949;2.1893333997;NON;6;NON;arceaux
48.8861471949;2.34964839967;NON;12;NON;inconnu
48.8621897949;2.19555839969;NON;4;NON;arceaux
48.8876915949;2.34946719967;NON;12;NON;inconnu
48.8896813949;2.19395379969;NON;4;NON;ancrage
48.8879061949;2.34946939967;NON;4;NON;inconnu
48.8905493949;2.19484599969;NON;8;NON;arceaux
48.8879596949;2.34946979967;NON;4;NON;arceaux
48.8970974949;2.19471499969;NON;4;NON;inconnu
48.8885498949;2.34947429967;NON;2;NON;inconnu
48.9039544949;2.19451469969;NON;8;NON;arceaux
48.8898752949;2.34949079967;NON;8;NON;arceaux
48.8901558949;2.19524889969;NON;6;NON;arceaux
48.8823945949;2.34971669967;NON;10;NON;inconnu
48.8907645949;2.19553019969;NON;2;NON;arceaux
48.8902521949;2.34971289967;NON;2;NON;inconnu
48.8970771949;2.19517849969;NON;4;NON;arceaux
48.8902757949;2.34971339967;NON;2;NON;inconnu
48.8925738949;2.19580599969;NON;4;NON;inconnu
48.8907684949;2.34972029967;NON;16;NON;arceaux
48.8925968949;2.19581289969;NON;6;NON;ancrage
48.8919372949;2.34990609967;NON;12;NON;arceaux
48.8900784949;2.19733359969;NON;4;NON;ratelier
48.8883155949;2.35014009967;NON;12;NON;arceaux
48.8902346949;2.19730719969;NON;4;NON;arceaux
48.8948095949;2.34956009967;NON;8;NON;arceaux
48.8914153949;2.19796429969;NON;10;NON;arceaux
48.8300435949;2.35045609967;NON;2;NON;arceaux
48.7114878949;2.20118699969;OUI;12;NON;ratelier
48.8287237949;2.35068299967;NON;10;NON;arceaux
48.7144898949;2.20161949969;NON;10;NON;arceaux
48.8315432949;2.35059549967;NON;8;NON;arceaux
48.7127001949;2.20438149969;OUI;10;NON;arceaux
48.8558033949;2.35113619967;NON;20;NON;arceaux
48.7794466949;2.20467769969;NON;2;NON;arceaux
48.8420368949;2.35211189967;NON;16;NON;arceaux
48.7803947949;2.20623899969;NON;6;NON;arceaux
48.8489190949;2.35245089967;NON;8;NON;arceaux
48.8276496949;2.20063119543;NON;16;NON;arceaux
48.8156324949;2.35311189967;NON;4;NON;arceaux
48.8873964949;2.20006899969;NON;8;NON;arceaux
48.8181494949;2.35326119967;NON;2;NON;inconnu
48.9001305949;2.19991339969;NON;8;NON;arceaux
48.8277722949;2.35276119967;NON;22;NON;arceaux
48.8888671949;2.20514319969;NON;4;NON;arceaux
48.8290352949;2.35277229967;NON;12;NON;arceaux
48.9024468949;2.20714219969;NON;10;NON;arceaux
48.8308264949;2.35301259967;NON;10;NON;arceaux
48.9232473949;2.19217229969;NON;8;NON;arceaux
48.8241810949;2.35339569967;NON;6;NON;arceaux
48.9684933949;2.19383229969;OUI;40;OUI;abri
48.8265710949;2.35348419967;NON;6;NON;arceaux
48.9713430949;2.19691189969;NON;6;NON;arceaux
48.8300242949;2.35423279967;NON;8;NON;arceaux
49.0071046949;2.19804188421;OUI;40;OUI;abri
48.8232193949;2.35443159967;NON;12;NON;arceaux
48.9077561949;2.20001259969;NON;8;NON;inconnu
48.8313674949;2.35464289967;NON;6;NON;arceaux
48.9964292949;2.19946249969;NON;2;NON;arceaux
48.8351119949;2.35288239967;NON;10;NON;arceaux
48.9306991949;2.20766719969;NON;6;NON;arceaux
48.8369906949;2.35319319967;NON;10;NON;arceaux
48.9935959949;2.20482989969;NON;6;NON;arceaux
48.8554588949;2.35268929967;NON;12;NON;arceaux
49.0510579949;2.20583509969;NON;4;NON;arceaux
48.8416038949;2.35384909967;NON;14;NON;arceaux
48.7060685949;2.21210359969;NON;24;NON;arceaux
48.8405016949;2.35402619967;NON;28;NON;arceaux
48.7103510949;2.21227819969;NON;10;NON;ratelier
48.8347942949;2.35451389967;NON;6;NON;arceaux
48.7107174949;2.21268959969;NON;5;NON;ratelier
48.8458781949;2.35462659967;NON;15;NON;inconnu
48.7105396949;2.21516619969;NON;0;NON;ratelier
48.8593874949;2.35065429967;NON;26;NON;arceaux
48.6412143949;2.22145859969;NON;6;NON;ratelier
48.8627071949;2.35043409967;NON;20;NON;arceaux
48.6415827949;2.22163959969;NON;6;NON;ratelier
48.8617678949;2.35095829967;NON;6;NON;arceaux
48.6429023949;2.23197559969;NON;6;NON;ratelier
48.8617383949;2.35110999967;NON;6;NON;arceaux
48.7044367949;2.23306349969;NON;4;NON;arceaux
48.8638860949;2.35109769967;NON;3;NON;autres
48.5863243449;2.24051940335;OUI;0;NON;ancrage
48.8641639949;2.35126409967;NON;14;NON;arceaux
48.6617762949;2.24231999969;NON;4;NON;ratelier
48.8700485949;2.35064269967;NON;10;NON;inconnu
48.6599682949;2.24269229969;NON;6;NON;ratelier
48.8703449949;2.35126349967;NON;12;NON;arceaux
48.7610865949;2.20887576211;OUI;0;NON;inconnu
